"","value","id","keyword"
137738,1,"2019-08-14_167","案發"
137742,1,"2019-08-14_167","臺北市立"
137745,1,"2019-08-14_167","具有"
137746,1,"2019-08-14_167","反應"
137747,1,"2019-08-14_167","一二"
137749,1,"2019-08-14_167","最高法院"
137761,1,"2019-08-14_167","是否"
137762,1,"2019-08-14_167","一甲"
137765,1,"2019-08-14_167","穿越"
137770,2,"2019-08-14_167","指示"
137772,2,"2019-08-14_167","計程車"
137774,1,"2019-08-14_167","自然"
137778,1,"2019-08-14_167","採信"
137781,2,"2019-08-14_167","有無"
137782,1,"2019-08-14_167","明確"
137783,2,"2019-08-14_167","否認"
137786,1,"2019-08-14_167","同意"
137791,2,"2019-08-14_167","九十六"
137794,1,"2019-08-14_167","罪犯"
137796,2,"2019-08-14_167","第一百五十"
137797,1,"2019-08-14_167","調查"
137798,1,"2019-08-14_167","地點"
137801,2,"2019-08-14_167","情節"
137803,1,"2019-08-14_167","辯護人"
137805,1,"2019-08-14_167","分隊"
137806,1,"2019-08-14_167","光線"
137809,1,"2019-08-14_167","日間"
137811,4,"2019-08-14_167","指揮"
137812,1,"2019-08-14_167","以外"
137814,1,"2019-08-14_167","因果關係"
137820,1,"2019-08-14_167","報告"
137827,2,"2019-08-14_167","暫停"
137829,2,"2019-08-14_167","九條"
137836,2,"2019-08-14_167","表示"
137842,1,"2019-08-14_167","乾燥"
137843,1,"2019-08-14_167","柏油"
137850,2,"2019-08-14_167","並未"
137851,1,"2019-08-14_167","作為"
137854,1,"2019-08-14_167","記載"
137857,3,"2019-08-14_167","警詢"
137858,2,"2019-08-14_167","第一百八"
137860,1,"2019-08-14_167","車身"
137861,1,"2019-08-14_167","並有"
137865,1,"2019-08-14_167","天候"
137869,1,"2019-08-14_167","刑並"
137872,1,"2019-08-14_167","談話"
137873,2,"2019-08-14_167","十五條"
137876,1,"2019-08-14_167","全文"
137878,1,"2019-08-14_167","態度"
137879,2,"2019-08-14_167","一年"
137884,1,"2019-08-14_167","應抄"
137888,3,"2019-08-14_167","通過"
137889,7,"2019-08-14_167","逃逸"
137890,1,"2019-08-14_167","此有"
137891,2,"2019-08-14_167","停車"
137894,1,"2019-08-14_167","經查"
137895,1,"2019-08-14_167","附卷"
137897,1,"2019-08-14_167","其刑"
137901,1,"2019-08-14_167","相當"
137902,1,"2019-08-14_167","審判程序"
137904,12,"2019-08-14_167","偵卷"
137910,1,"2019-08-14_167","補充"
137911,1,"2019-08-14_167","障礙物"
137912,2,"2019-08-14_167","辯稱"
137914,1,"2019-08-14_167","參照"
137915,3,"2019-08-14_167","致人"
137916,5,"2019-08-14_167","等語"
137920,1,"2019-08-14_167","依同法"
137921,1,"2019-08-14_167","缺陷"
137923,1,"2019-08-14_167","可稽"
137925,1,"2019-08-14_167","十七年"
137926,1,"2019-08-14_167","擦撞"
137930,2,"2019-08-14_167","第二項"
137936,1,"2019-08-14_167","視距"
137940,1,"2019-08-14_167","起訴"
137941,3,"2019-08-14_167","法院"
137942,1,"2019-08-14_167","公共危險"
137943,1,"2019-08-14_167","為準"
137944,5,"2019-08-14_167","行人"
137952,2,"2019-08-14_167","說明"
137953,7,"2019-08-14_167","營業"
137954,1,"2019-08-14_167","貿然"
137956,1,"2019-08-14_167","日期"
137958,2,"2019-08-14_167","九十七"
137959,1,"2019-08-14_167","當事人"
137965,1,"2019-08-14_167","相符"
137966,1,"2019-08-14_167","附錄"
137967,1,"2019-08-14_167","職務"
137968,1,"2019-08-14_167","具備"
137969,1,"2019-08-14_167","計算"
137970,2,"2019-08-14_167","右側"
137971,1,"2019-08-14_167","到庭"
137972,1,"2019-08-14_167","診斷"
137974,1,"2019-08-14_167","造成"
137976,1,"2019-08-14_167","採取"
137977,7,"2019-08-14_167","行人穿越"
137978,1,"2019-08-14_167","證明書"
137982,2,"2019-08-14_167","調查報告"
137983,1,"2019-08-14_167","路面"
137984,1,"2019-08-14_167","論罪"
137985,2,"2019-08-14_167","左側"
137986,4,"2019-08-14_167","受傷"
137991,2,"2019-08-14_167","挫傷"
137992,3,"2019-08-14_167","所為"
137993,1,"2019-08-14_167","請求"
137995,2,"2019-08-14_167","法官"
137996,2,"2019-08-14_167","人者"
137998,2,"2019-08-14_167","壹仟"
137999,3,"2019-08-14_167","先行"
138000,2,"2019-08-14_167","壹日"
138001,3,"2019-08-14_167","撞擊"
138003,1,"2019-08-14_167","現場圖"
138005,2,"2019-08-14_167","重傷"
138007,10,"2019-08-14_167","九十六年"
138009,2,"2019-08-14_167","醫院"
138011,1,"2019-08-14_167","良好"
138012,2,"2019-08-14_167","審判"
138013,1,"2019-08-14_167","交通事故"
138014,1,"2019-08-14_167","不得"
138015,1,"2019-08-14_167","能力"
138017,1,"2019-08-14_167","受有"
138018,2,"2019-08-14_167","筆錄"
138020,2,"2019-08-14_167","程度"
138021,4,"2019-08-14_167","從事"
138024,1,"2019-08-14_167","部分"
138026,1,"2019-08-14_167","駕車"
138029,2,"2019-08-14_167","號誌"
138030,2,"2019-08-14_167","並無"
138032,7,"2019-08-14_167","左轉"
138035,1,"2019-08-14_167","標準"
138036,1,"2019-08-14_167","上開"
138038,3,"2019-08-14_167","四條"
138039,2,"2019-08-14_167","方向"
138040,1,"2019-08-14_167","施行"
138042,2,"2019-08-14_167","情事"
138045,2,"2019-08-14_167","中華民國"
138046,1,"2019-08-14_167","路口"
138047,1,"2019-08-14_167","道路"
138048,3,"2019-08-14_167","二百八十"
138050,2,"2019-08-14_167","分局"
138051,3,"2019-08-14_167","犯行"
138056,7,"2019-08-14_167","第三"
138057,7,"2019-08-14_167","小客車"
138058,3,"2019-08-14_167","行經"
138060,1,"2019-08-14_167","車牌號碼"
138061,4,"2019-08-14_167","之人"
138064,2,"2019-08-14_167","新臺幣"
138067,3,"2019-08-14_167","陳述"
138068,1,"2019-08-14_167","行為"
138069,2,"2019-08-14_167","政府"
138070,2,"2019-08-14_167","警察局"
138071,3,"2019-08-14_167","交通"
138072,3,"2019-08-14_167","汽車"
138073,1,"2019-08-14_167","執行"
138074,3,"2019-08-14_167","現場"
138075,2,"2019-08-14_167","動力交通工具"
138077,7,"2019-08-14_167","認定"
138079,3,"2019-08-14_167","易科罰金"
138080,1,"2019-08-14_167","審理"
138081,1,"2019-08-14_167","車禍"
138082,3,"2019-08-14_167","折算"
138086,2,"2019-08-14_167","道路交通事故"
138088,5,"2019-08-14_167","第一項"
138089,14,"2019-08-14_167","證人"
138090,5,"2019-08-14_167","偵查"
138091,8,"2019-08-14_167","業務"
138092,4,"2019-08-14_167","過失"
138095,6,"2019-08-14_167","肇事"
138096,9,"2019-08-14_167","證據"
138104,3,"2019-08-14_166","運送"
138135,1,"2019-08-14_166","刑事案件"
138227,1,"2019-08-14_166","而將"
138432,1,"2019-08-14_166","王育珍"
138562,1,"2019-08-14_166","無顯"
138572,1,"2019-08-14_166","促使"
138588,2,"2019-08-14_166","中樞神經"
138645,4,"2019-08-14_166","福興"
138760,1,"2019-08-14_166","因上"
138767,1,"2019-08-14_166","時及"
138794,1,"2019-08-14_166","施添"
138804,1,"2019-08-14_166","調閱"
138857,1,"2019-08-14_166","路時"
138862,1,"2019-08-14_166","門口"
138894,1,"2019-08-14_166","一查"
138958,1,"2019-08-14_166","市場"
138959,1,"2019-08-14_166","不顧"
139014,1,"2019-08-14_166","生效"
139027,15,"2019-08-14_166","王月"
139038,1,"2019-08-14_166","僅因"
139118,1,"2019-08-14_166","解剖"
139120,1,"2019-08-14_166","時供"
139152,1,"2019-08-14_166","時甲"
139179,1,"2019-08-14_166","權益"
139192,1,"2019-08-14_166","包含"
139208,2,"2019-08-14_166","呼吸"
139211,1,"2019-08-14_166","以之作"
139229,1,"2019-08-14_166","應分論"
139330,1,"2019-08-14_166","減少"
139348,3,"2019-08-14_166","三重"
139402,1,"2019-08-14_166","除有"
139418,1,"2019-08-14_166","罪處"
139419,1,"2019-08-14_166","不僅"
139421,1,"2019-08-14_166","往後"
139444,2,"2019-08-14_166","我國"
139445,2,"2019-08-14_166","徒步"
139472,1,"2019-08-14_166","情並"
139488,1,"2019-08-14_166","應可"
139522,1,"2019-08-14_166","互殊"
139523,2,"2019-08-14_166","傷重"
139549,1,"2019-08-14_166","過低"
139564,1,"2019-08-14_166","毫無"
139583,2,"2019-08-14_166","迄至"
139602,1,"2019-08-14_166","自無"
139612,2,"2019-08-14_166","引起"
139614,2,"2019-08-14_166","壹年"
139628,1,"2019-08-14_166","小型"
139679,1,"2019-08-14_166","參與"
139703,1,"2019-08-14_166","這個"
139707,1,"2019-08-14_166","忠孝"
139711,2,"2019-08-14_166","維護"
139805,2,"2019-08-14_166","那個"
139868,1,"2019-08-14_166","衡情"
139895,6,"2019-08-14_166","永吉"
139896,1,"2019-08-14_166","載送"
139906,1,"2019-08-14_166","起至"
139907,1,"2019-08-14_166","整個"
139974,2,"2019-08-14_166","協助"
140057,2,"2019-08-14_166","逃離"
140060,1,"2019-08-14_166","增訂"
140068,2,"2019-08-14_166","顱骨"
140090,1,"2019-08-14_166","在於"
140111,1,"2019-08-14_166","秩序"
140118,2,"2019-08-14_166","擔任"
140151,1,"2019-08-14_166","經核"
140181,1,"2019-08-14_166","困難"
140200,1,"2019-08-14_166","罪名"
140208,1,"2019-08-14_166","其應"
140241,1,"2019-08-14_166","載運"
140252,1,"2019-08-14_166","即時"
140272,1,"2019-08-14_166","經送"
140273,1,"2019-08-14_166","送醫急救"
140275,1,"2019-08-14_166","提示"
140302,1,"2019-08-14_166","駛離"
140310,1,"2019-08-14_166","不會"
140328,1,"2019-08-14_166","循線"
140341,1,"2019-08-14_166","並定"
140369,1,"2019-08-14_166","法定程序"
140376,1,"2019-08-14_166","違背"
140406,1,"2019-08-14_166","尚稱"
140411,1,"2019-08-14_166","之系爭"
140415,1,"2019-08-14_166","不依"
140418,2,"2019-08-14_166","研究所"
140420,1,"2019-08-14_166","保護"
140422,1,"2019-08-14_166","然後"
140445,1,"2019-08-14_166","揭事"
140462,1,"2019-08-14_166","各別"
140485,3,"2019-08-14_166","死罪"
140503,3,"2019-08-14_166","行近"
140528,1,"2019-08-14_166","進而"
140530,1,"2019-08-14_166","停留"
140558,2,"2019-08-14_166","拍攝"
140561,1,"2019-08-14_166","急救"
140599,2,"2019-08-14_166","立法"
140606,1,"2019-08-14_166","喪失"
140617,2,"2019-08-14_166","所附"
140618,1,"2019-08-14_166","竟於"
140620,2,"2019-08-14_166","胸部"
140659,1,"2019-08-14_166","犯上"
140666,3,"2019-08-14_166","報告書"
140668,1,"2019-08-14_166","期日"
140712,2,"2019-08-14_166","法醫"
140714,1,"2019-08-14_166","依卷"
140726,1,"2019-08-14_166","地方"
140727,1,"2019-08-14_166","確因"
140732,1,"2019-08-14_166","防止"
140741,1,"2019-08-14_166","使用"
140752,1,"2019-08-14_166","立即"
140761,1,"2019-08-14_166","影本"
140772,1,"2019-08-14_166","而於"
140774,1,"2019-08-14_166","第十六"
140824,2,"2019-08-14_166","法務部"
140834,1,"2019-08-14_166","檢驗"
140865,1,"2019-08-14_166","開始"
140870,2,"2019-08-14_166","領有"
140871,1,"2019-08-14_166","前應"
140875,1,"2019-08-14_166","旁邊"
140880,1,"2019-08-14_166","全部"
140889,2,"2019-08-14_166","一個"
140892,3,"2019-08-14_166","竟未"
140898,1,"2019-08-14_166","光碟"
140900,1,"2019-08-14_166","不當"
140917,1,"2019-08-14_166","實施"
140919,1,"2019-08-14_166","隨即"
140923,2,"2019-08-14_166","犯意"
140933,1,"2019-08-14_166","生命"
140950,1,"2019-08-14_166","前科"
140951,3,"2019-08-14_166","迄今"
140952,1,"2019-08-14_166","屍體"
140965,1,"2019-08-14_166","尚無"
140973,1,"2019-08-14_166","查看"
140984,1,"2019-08-14_166","應屬"
140987,1,"2019-08-14_166","範圍"
141003,1,"2019-08-14_166","上情"
141004,2,"2019-08-14_166","遇有"
141018,1,"2019-08-14_166","離開"
141020,1,"2019-08-14_166","樓上"
141031,1,"2019-08-14_166","實體"
141035,1,"2019-08-14_166","前進"
141041,1,"2019-08-14_166","司機"
141044,1,"2019-08-14_166","所犯"
141051,1,"2019-08-14_166","交訴"
141069,1,"2019-08-14_166","出來"
141075,1,"2019-08-14_166","包括"
141078,1,"2019-08-14_166","一上"
141088,3,"2019-08-14_166","平日"
141089,1,"2019-08-14_166","瑕疵"
141091,3,"2019-08-14_166","救護"
141109,4,"2019-08-14_166","監視器"
141122,1,"2019-08-14_166","不知"
141126,1,"2019-08-14_166","優先"
141129,2,"2019-08-14_166","顱內出血"
141133,1,"2019-08-14_166","左前方"
141134,1,"2019-08-14_166","附此"
141137,1,"2019-08-14_166","供稱"
141144,2,"2019-08-14_166","不治"
141145,1,"2019-08-14_166","附近"
141161,1,"2019-08-14_166","取得"
141185,1,"2019-08-14_166","綜上"
141191,1,"2019-08-14_166","北市"
141205,1,"2019-08-14_166","社會"
141212,2,"2019-08-14_166","無論"
141214,2,"2019-08-14_166","事發"
141215,4,"2019-08-14_166","死傷"
141219,1,"2019-08-14_166","方面"
141220,1,"2019-08-14_166","合先"
141221,2,"2019-08-14_166","勘驗"
141227,2,"2019-08-14_166","過程"
141231,2,"2019-08-14_166","左前"
141232,1,"2019-08-14_166","家屬"
141234,1,"2019-08-14_166","二案經"
141251,1,"2019-08-14_166","下列"
141254,1,"2019-08-14_166","基於"
141257,1,"2019-08-14_166","陸月"
141258,1,"2019-08-14_166","審判長"
141268,3,"2019-08-14_166","台北市"
141270,2,"2019-08-14_166","知道"
141276,1,"2019-08-14_166","明顯"
141281,1,"2019-08-14_166","關於"
141282,3,"2019-08-14_166","信義"
141283,1,"2019-08-14_166","不可"
141286,1,"2019-08-14_166","通行"
141290,1,"2019-08-14_166","違法"
141295,2,"2019-08-14_166","路上"
141296,2,"2019-08-14_166","及此"
141298,1,"2019-08-14_166","路人"
141300,1,"2019-08-14_166","條文"
141307,1,"2019-08-14_166","普通"
141309,1,"2019-08-14_166","無證據"
141310,8,"2019-08-14_166","貨車"
141311,1,"2019-08-14_166","經警"
141319,1,"2019-08-14_166","不足"
141324,1,"2019-08-14_166","行走"
141327,1,"2019-08-14_166","精神"
141329,1,"2019-08-14_166","適有"
141334,1,"2019-08-14_166","停止"
141336,1,"2019-08-14_166","病歷"
141337,1,"2019-08-14_166","足見"
141340,1,"2019-08-14_166","下稱"
141343,1,"2019-08-14_166","目的"
141352,3,"2019-08-14_166","公司"
141359,1,"2019-08-14_166","顯有"
141375,2,"2019-08-14_166","本應"
141379,1,"2019-08-14_166","查獲"
141383,1,"2019-08-14_166","故意"
141384,1,"2019-08-14_166","依據"
141385,1,"2019-08-14_166","爭執"
141389,1,"2019-08-14_166","相驗"
141391,2,"2019-08-14_166","疏於"
141397,1,"2019-08-14_166","院區"
141398,1,"2019-08-14_166","確有"
141410,2,"2019-08-14_166","為業"
141417,1,"2019-08-14_166","分許"
141424,2,"2019-08-14_166","不慎"
141426,1,"2019-08-14_166","途經"
141429,1,"2019-08-14_166","報警"
141432,1,"2019-08-14_166","之間"
141434,2,"2019-08-14_166","道路交通管理處罰條例"
141435,3,"2019-08-14_166","減速慢行"
141442,1,"2019-08-14_166","開時"
141443,1,"2019-08-14_166","公布"
141459,4,"2019-08-14_166","小貨車"
141461,1,"2019-08-14_166","甚明"
141467,1,"2019-08-14_166","減速"
141473,1,"2019-08-14_166","突然"
141479,1,"2019-08-14_166","堪以"
141485,1,"2019-08-14_166","加重"
141486,1,"2019-08-14_166","有利"
141492,1,"2019-08-14_166","不及"
141497,1,"2019-08-14_166","人員"
141498,1,"2019-08-14_166","開車"
141503,1,"2019-08-14_166","實業"
141509,1,"2019-08-14_166","因為"
141510,1,"2019-08-14_166","科刑"
141511,6,"2019-08-14_166","系爭"
141527,3,"2019-08-14_166","執照"
141528,4,"2019-08-14_166","供述"
141532,1,"2019-08-14_166","素行"
141534,1,"2019-08-14_166","巷口"
141539,1,"2019-08-14_166","異議"
141540,1,"2019-08-14_166","聲明"
141541,2,"2019-08-14_166","敘明"
141545,1,"2019-08-14_166","表在"
141549,1,"2019-08-14_166","明知"
141550,1,"2019-08-14_166","責任"
141561,1,"2019-08-14_166","年月日時"
141567,2,"2019-08-14_166","聯合"
141569,1,"2019-08-14_166","行進"
141577,1,"2019-08-14_166","往北方"
141580,3,"2019-08-14_166","文書"
141582,1,"2019-08-14_166","反應"
141595,2,"2019-08-14_166","引用"
141598,1,"2019-08-14_166","一甲"
141601,2,"2019-08-14_166","穿越"
141602,2,"2019-08-14_166","同日"
141605,1,"2019-08-14_166","義務"
141606,2,"2019-08-14_166","指示"
141610,2,"2019-08-14_166","自然"
141613,1,"2019-08-14_166","該處"
141614,1,"2019-08-14_166","採信"
141617,2,"2019-08-14_166","有無"
141620,1,"2019-08-14_166","時應"
141621,1,"2019-08-14_166","可能"
141625,4,"2019-08-14_166","前開"
141634,2,"2019-08-14_166","地點"
141637,1,"2019-08-14_166","情節"
141641,1,"2019-08-14_166","分隊"
141642,2,"2019-08-14_166","光線"
141645,2,"2019-08-14_166","日間"
141647,3,"2019-08-14_166","指揮"
141648,1,"2019-08-14_166","以外"
141650,1,"2019-08-14_166","因果關係"
141652,1,"2019-08-14_166","製作"
141653,1,"2019-08-14_166","完畢"
141654,1,"2019-08-14_166","前案"
141656,1,"2019-08-14_166","報告"
141657,1,"2019-08-14_166","之三"
141658,1,"2019-08-14_166","警察"
141659,1,"2019-08-14_166","公務員"
141663,3,"2019-08-14_166","暫停"
141672,1,"2019-08-14_166","表示"
141674,3,"2019-08-14_166","車子"
141678,2,"2019-08-14_166","乾燥"
141679,2,"2019-08-14_166","柏油"
141686,1,"2019-08-14_166","並未"
141687,1,"2019-08-14_166","作為"
141688,1,"2019-08-14_166","不諱"
141693,1,"2019-08-14_166","警詢"
141701,2,"2019-08-14_166","天候"
141702,1,"2019-08-14_166","高等法院"
141703,7,"2019-08-14_166","死亡"
141708,1,"2019-08-14_166","談話"
141712,1,"2019-08-14_166","全文"
141714,1,"2019-08-14_166","態度"
141720,1,"2019-08-14_166","應抄"
141721,1,"2019-08-14_166","適當"
141722,3,"2019-08-14_166","時分"
141724,3,"2019-08-14_166","通過"
141725,6,"2019-08-14_166","逃逸"
141727,1,"2019-08-14_166","停車"
141733,1,"2019-08-14_166","其刑"
141736,1,"2019-08-14_166","認為"
141737,1,"2019-08-14_166","相當"
141739,2,"2019-08-14_166","之刑"
141741,1,"2019-08-14_166","交通安全"
141746,1,"2019-08-14_166","補充"
141747,2,"2019-08-14_166","障礙物"
141748,1,"2019-08-14_166","辯稱"
141750,1,"2019-08-14_166","參照"
141751,7,"2019-08-14_166","致人"
141752,1,"2019-08-14_166","等語"
141757,2,"2019-08-14_166","缺陷"
141759,2,"2019-08-14_166","可稽"
141760,2,"2019-08-14_166","規則"
141763,1,"2019-08-14_166","達成"
141772,2,"2019-08-14_166","視距"
141776,1,"2019-08-14_166","起訴"
141778,1,"2019-08-14_166","公共危險"
141779,1,"2019-08-14_166","為準"
141780,4,"2019-08-14_166","行人"
141781,3,"2019-08-14_166","情況"
141785,1,"2019-08-14_166","文中"
141789,2,"2019-08-14_166","營業"
141790,2,"2019-08-14_166","貿然"
141792,1,"2019-08-14_166","日期"
141795,2,"2019-08-14_166","當事人"
141797,3,"2019-08-14_166","臺北縣"
141798,1,"2019-08-14_166","自白"
141801,2,"2019-08-14_166","相符"
141802,1,"2019-08-14_166","附錄"
141803,1,"2019-08-14_166","職務"
141804,1,"2019-08-14_166","具備"
141805,1,"2019-08-14_166","計算"
141807,1,"2019-08-14_166","到庭"
141810,1,"2019-08-14_166","造成"
141812,1,"2019-08-14_166","採取"
141813,9,"2019-08-14_166","行人穿越"
141814,1,"2019-08-14_166","證明書"
141815,1,"2019-08-14_166","措施"
141816,1,"2019-08-14_166","結果"
141819,2,"2019-08-14_166","路面"
141820,2,"2019-08-14_166","論罪"
141822,5,"2019-08-14_166","受傷"
141827,2,"2019-08-14_166","挫傷"
141829,1,"2019-08-14_166","請求"
141830,1,"2019-08-14_166","隨時"
141831,3,"2019-08-14_166","法官"
141833,1,"2019-08-14_166","和解"
141835,3,"2019-08-14_166","先行"
141837,2,"2019-08-14_166","撞擊"
141839,2,"2019-08-14_166","現場圖"
141845,2,"2019-08-14_166","醫院"
141846,2,"2019-08-14_166","必要"
141847,3,"2019-08-14_166","良好"
141848,2,"2019-08-14_166","審判"
141849,3,"2019-08-14_166","交通事故"
141850,1,"2019-08-14_166","不得"
141851,3,"2019-08-14_166","能力"
141854,1,"2019-08-14_166","筆錄"
141855,4,"2019-08-14_166","事故"
141857,2,"2019-08-14_166","從事"
141858,5,"2019-08-14_166","照片"
141860,2,"2019-08-14_166","部分"
141862,3,"2019-08-14_166","駕車"
141864,1,"2019-08-14_166","鑑定"
141865,2,"2019-08-14_166","號誌"
141866,1,"2019-08-14_166","並無"
141868,5,"2019-08-14_166","左轉"
141872,2,"2019-08-14_166","上開"
141876,1,"2019-08-14_166","施行"
141878,2,"2019-08-14_166","情事"
141879,2,"2019-08-14_166","骨折"
141881,1,"2019-08-14_166","中華民國"
141882,2,"2019-08-14_166","路口"
141883,1,"2019-08-14_166","道路"
141886,3,"2019-08-14_166","分局"
141887,2,"2019-08-14_166","犯行"
141889,2,"2019-08-14_166","倒地"
141890,2,"2019-08-14_166","安全"
141891,1,"2019-08-14_166","第款"
141894,2,"2019-08-14_166","行經"
141896,1,"2019-08-14_166","車牌號碼"
141897,4,"2019-08-14_166","之人"
141901,1,"2019-08-14_166","行車"
141904,1,"2019-08-14_166","行為"
141905,3,"2019-08-14_166","政府"
141906,3,"2019-08-14_166","警察局"
141907,5,"2019-08-14_166","交通"
141908,3,"2019-08-14_166","汽車"
141909,3,"2019-08-14_166","執行"
141910,5,"2019-08-14_166","現場"
141911,3,"2019-08-14_166","動力交通工具"
141913,4,"2019-08-14_166","認定"
141914,1,"2019-08-14_166","狀況"
141916,3,"2019-08-14_166","審理"
141917,2,"2019-08-14_166","車禍"
141922,2,"2019-08-14_166","道路交通事故"
141925,1,"2019-08-14_166","證人"
141926,3,"2019-08-14_166","偵查"
141927,5,"2019-08-14_166","業務"
141928,6,"2019-08-14_166","過失"
141930,6,"2019-08-14_166","發生"
141931,10,"2019-08-14_166","肇事"
141932,14,"2019-08-14_166","證據"
141947,1,"2019-08-14_165","確為"
141949,1,"2019-08-14_165","見解"
142004,1,"2019-08-14_165","第三十"
142019,1,"2019-08-14_165","至為"
142033,1,"2019-08-14_165","呂俊儒"
142222,1,"2019-08-14_165","事情"
142269,1,"2019-08-14_165","飛出去"
142289,1,"2019-08-14_165","再查"
142353,1,"2019-08-14_165","此情"
142380,2,"2019-08-14_165","車窗"
142391,1,"2019-08-14_165","並且"
142403,1,"2019-08-14_165","表等件"
142505,3,"2019-08-14_165","局部"
142520,3,"2019-08-14_165","腫脹"
142552,1,"2019-08-14_165","益證"
142561,2,"2019-08-14_165","經丙"
142603,1,"2019-08-14_165","時及"
142610,1,"2019-08-14_165","灼然"
142700,1,"2019-08-14_165","已足"
142701,1,"2019-08-14_165","開二"
142730,1,"2019-08-14_165","一查"
142743,1,"2019-08-14_165","運輸"
142817,2,"2019-08-14_165","輛之"
142819,1,"2019-08-14_165","未留下"
142882,3,"2019-08-14_165","及丙"
143018,1,"2019-08-14_165","第五十一條"
143065,1,"2019-08-14_165","應分論"
143103,2,"2019-08-14_165","與丙"
143143,1,"2019-08-14_165","情為"
143160,1,"2019-08-14_165","遭到"
143183,1,"2019-08-14_165","與甲"
143186,1,"2019-08-14_165","空言"
143225,1,"2019-08-14_165","煞避"
143241,1,"2019-08-14_165","查知"
143267,1,"2019-08-14_165","論科二"
143282,1,"2019-08-14_165","義盛中"
143337,1,"2019-08-14_165","置辯"
143344,2,"2019-08-14_165","一所"
143470,1,"2019-08-14_165","車主"
143499,2,"2019-08-14_165","一同"
143506,1,"2019-08-14_165","考領"
143516,1,"2019-08-14_165","同事"
143523,1,"2019-08-14_165","同此"
143536,1,"2019-08-14_165","毫無悔意"
143587,2,"2019-08-14_165","佛教"
143613,2,"2019-08-14_165","九五"
143685,1,"2019-08-14_165","對此"
143700,1,"2019-08-14_165","邊緣"
143729,1,"2019-08-14_165","北向南"
143743,1,"2019-08-14_165","整個"
143761,1,"2019-08-14_165","透過"
143776,1,"2019-08-14_165","亦經"
143778,1,"2019-08-14_165","情二案"
143787,2,"2019-08-14_165","主觀"
143814,1,"2019-08-14_165","飾詞"
143834,1,"2019-08-14_165","行堪以"
143893,4,"2019-08-14_165","逃離"
143901,2,"2019-08-14_165","一輛"
143908,1,"2019-08-14_165","中均"
143929,1,"2019-08-14_165","記下"
143986,2,"2019-08-14_165","六日"
144003,1,"2019-08-14_165","詳如"
144006,2,"2019-08-14_165","號之"
144025,2,"2019-08-14_165","慈濟"
144036,1,"2019-08-14_165","罪名"
144037,1,"2019-08-14_165","遺棄"
144044,1,"2019-08-14_165","其應"
144074,1,"2019-08-14_165","六四"
144087,2,"2019-08-14_165","救助"
144091,3,"2019-08-14_165","十二日"
144096,3,"2019-08-14_165","前臂"
144107,1,"2019-08-14_165","足證"
144160,1,"2019-08-14_165","來往"
144163,1,"2019-08-14_165","核其"
144177,1,"2019-08-14_165","並定"
144196,2,"2019-08-14_165","分院"
144197,1,"2019-08-14_165","六頁"
144214,4,"2019-08-14_165","旋即"
144234,1,"2019-08-14_165","第十八"
144252,1,"2019-08-14_165","九頁"
144275,1,"2019-08-14_165","駕照"
144292,2,"2019-08-14_165","靠近"
144298,1,"2019-08-14_165","各別"
144334,1,"2019-08-14_165","不同"
144365,1,"2019-08-14_165","急診"
144366,1,"2019-08-14_165","停留"
144373,1,"2019-08-14_165","第十七"
144375,1,"2019-08-14_165","損失"
144388,1,"2019-08-14_165","其有"
144425,1,"2019-08-14_165","第五款"
144427,2,"2019-08-14_165","之二"
144433,1,"2019-08-14_165","中證"
144465,1,"2019-08-14_165","二段"
144477,1,"2019-08-14_165","二三"
144478,1,"2019-08-14_165","察看"
144494,1,"2019-08-14_165","施以"
144495,1,"2019-08-14_165","犯上"
144501,1,"2019-08-14_165","十四條"
144508,1,"2019-08-14_165","之甲"
144514,1,"2019-08-14_165","表一"
144520,1,"2019-08-14_165","第十二"
144527,1,"2019-08-14_165","第十"
144557,1,"2019-08-14_165","其所"
144573,2,"2019-08-14_165","有如"
144576,1,"2019-08-14_165","計程車司機"
144588,2,"2019-08-14_165","立即"
144589,1,"2019-08-14_165","一點"
144615,1,"2019-08-14_165","離去"
144620,1,"2019-08-14_165","頭撞"
144621,1,"2019-08-14_165","無訛"
144642,1,"2019-08-14_165","之事"
144644,1,"2019-08-14_165","就醫"
144678,1,"2019-08-14_165","七號"
144690,1,"2019-08-14_165","第十四"
144702,1,"2019-08-14_165","之詞"
144732,1,"2019-08-14_165","右前方"
144739,1,"2019-08-14_165","二頁"
144743,1,"2019-08-14_165","前行"
144755,1,"2019-08-14_165","隨即"
144759,1,"2019-08-14_165","犯意"
144762,3,"2019-08-14_165","下肢"
144773,2,"2019-08-14_165","三頁"
144774,1,"2019-08-14_165","之情"
144790,1,"2019-08-14_165","致其"
144809,2,"2019-08-14_165","查看"
144812,1,"2019-08-14_165","號前"
144815,1,"2019-08-14_165","財團法人"
144817,1,"2019-08-14_165","鋪設"
144818,1,"2019-08-14_165","時證述"
144834,2,"2019-08-14_165","可證"
144852,1,"2019-08-14_165","卸責"
144862,1,"2019-08-14_165","之四"
144875,2,"2019-08-14_165","出具"
144879,1,"2019-08-14_165","左後方"
144881,1,"2019-08-14_165","手段"
144887,1,"2019-08-14_165","交訴"
144891,3,"2019-08-14_165","損傷"
144893,1,"2019-08-14_165","過來"
144894,1,"2019-08-14_165","駕駛座"
144906,4,"2019-08-14_165","十二月"
